Date,Open,High,Low,Close,Adj Close,Volume
10/1/2012,1397.640015,1414.430054,1306.859985,1309.219971,1309.219971,0
11/1/2012,1315.719971,1369.959961,1268.400024,1352.640015,1352.640015,0
12/1/2012,1360.119995,1438.800049,1344.130005,1394.75,1394.75,0
1/1/2013,1427.910034,1512.800049,1421.189941,1487.859985,1487.859985,0
2/1/2013,1499.180054,1517.319946,1456.790039,1483.01001,1483.01001,0
3/1/2013,1475.329956,1538.569946,1465.939941,1524.439941,1524.439941,0
4/1/2013,1522.859985,1534.579956,1442.01001,1524.589966,1524.589966,0
5/1/2013,1523.130005,1599.22998,1508.829956,1575.160034,1575.160034,0
6/1/2013,1577.619995,1595.400024,1502.48999,1552.819946,1552.819946,0
7/1/2013,1562.339966,1670.359985,1544.5,1660.97998,1660.97998,0
8/1/2013,1676.839966,1701.02002,1628.069946,1643.540039,1643.540039,0
9/1/2013,1661.219971,1768.290039,1650.890015,1750.280029,1750.280029,0
10/1/2013,1748.939941,1810.75,1703.430054,1775.280029,1775.280029,0
11/1/2013,1781.73999,1822.670044,1756.150024,1812.469971,1812.469971,0
12/1/2013,1813.839966,1911.530029,1803.089966,1910.920044,1910.920044,0
1/1/2014,1897.310059,1955.47998,1872.189941,1897.650024,1897.650024,0
2/1/2014,1895.369995,2040.849976,1834,2021.130005,2021.130005,0
3/1/2014,1999.390015,2054.370117,1975.910034,2015.949951,2015.949951,0
4/1/2014,2025,2060.540039,1910.27002,1970.079956,1970.079956,0
5/1/2014,1976.780029,2062.669922,1928.48999,2057.629883,2057.629883,0
6/1/2014,2065.719971,2156.23999,2046.060059,2153.070068,2153.070068,0
7/1/2014,2159.050049,2196.969971,2130.590088,2137.27002,2137.27002,0
8/1/2014,2136.209961,2227.810059,2102.600098,2226.97998,2226.97998,0
9/1/2014,2231.179932,2280.370117,2192.919922,2216.810059,2216.810059,0
10/1/2014,2210.73999,2268.560059,1966.199951,2263.51001,2263.51001,0
11/1/2014,2264.379883,2403.320068,2259.810059,2396.159912,2396.159912,0
12/1/2014,2387.370117,2426.26001,2283.550049,2367.850098,2367.850098,0
1/1/2015,2379.030029,2387.810059,2227.060059,2229.540039,2229.540039,0
2/1/2015,2236.370117,2427.540039,2194.159912,2411.98999,2411.98999,0
3/1/2015,2426.340088,2450.27002,2272.72998,2352.360107,2352.360107,0
4/1/2015,2342.76001,2430.169922,2316.23999,2370.219971,2370.219971,0
5/1/2015,2387.47998,2468.149902,2341.290039,2449.370117,2449.370117,0
6/1/2015,2464.060059,2466.669922,2294.370117,2298.790039,2298.790039,0
7/1/2015,2318.800049,2334.97998,2235.379883,2298.790039,2298.790039,0
8/1/2015,2301.300049,2337.800049,1953.849976,2168.149902,2168.149902,0
9/1/2015,2115.840088,2234.449951,2056.48999,2134.810059,2134.810059,0
10/1/2015,2136.370117,2376.800049,2090.909912,2346.659912,2346.659912,0
11/1/2015,2349.560059,2389.699951,2269.209961,2373.340088,2373.340088,0
12/1/2015,2378.429932,2412.169922,2272.219971,2312.469971,2312.469971,0
1/1/2016,2261.129883,2290.449951,1966.27002,2137.580078,2137.580078,0
2/1/2016,2123.050049,2182.97998,1942.619995,2153.02002,2153.02002,0
3/1/2016,2172.169922,2350.820068,2166.159912,2342.090088,2342.090088,0
4/1/2016,2323.699951,2355.23999,2215.209961,2231.129883,2231.129883,0
5/1/2016,2229.199951,2393.530029,2170.689941,2392.01001,2392.01001,0
6/1/2016,2378.169922,2426.060059,2206.179932,2367.310059,2367.310059,0
7/1/2016,2350.969971,2581.090088,2289.070068,2546,2546,0
8/1/2016,2548.580078,2703.850098,2496.73999,2678.899902,2678.899902,0
9/1/2016,2680.100098,2785.590088,2606.27002,2775.070068,2775.070068,0
10/1/2016,2774.889893,2808.110107,2672.459961,2775.909912,2775.909912,0
11/1/2016,2780.01001,2877.189941,2674.080078,2839.48999,2839.48999,0
12/1/2016,2838.820068,2953.370117,2727.929932,2868.699951,2868.699951,0
1/1/2017,2890.719971,3099.25,2873.110107,3069.02002,3069.02002,0
2/1/2017,3090.889893,3211.560059,3056.530029,3187.540039,3187.540039,0
3/1/2017,3216.419922,3293.590088,3185.350098,3275.530029,3275.530029,0
4/1/2017,3277.100098,3359.389893,3199.679932,3336.77002,3336.77002,0
5/1/2017,3345.300049,3558.879883,3336.370117,3533.320068,3533.320068,0
6/1/2017,3537.830078,3654.340088,3374.370117,3400.550049,3400.550049,0
7/1/2017,3422.780029,3608.120117,3359.26001,3500.969971,3500.969971,0
8/1/2017,3511.52002,3592.899902,3407.659912,3588.800049,3588.800049,0
9/1/2017,3597.969971,3714.01001,3532.870117,3713.01001,3713.01001,0
10/1/2017,3721.709961,3976.929932,3708.01001,3967.679932,3967.679932,0
11/1/2017,3978.76001,4095.060059,3893.050049,3944.610107,3944.610107,0
12/1/2017,3918.820068,4025.570068,3817.360107,3920.959961,3920.959961,0
1/1/2018,3943.100098,4290.399902,3929.649902,4227.399902,4227.399902,0
2/1/2018,4192.790039,4307.029785,3741.540039,4211.379883,4211.379883,0
3/1/2018,4217.810059,4544.459961,4061.5,4148.759766,4148.759766,0
4/1/2018,4120.529785,4294.120117,3968.379883,4072.929932,4072.929932,0
5/1/2018,4050.870117,4356.149902,4029.419922,4282.470215,4282.470215,0
6/1/2018,4309.200195,4441.589844,4121.200195,4193.319824,4193.319824,0
7/1/2018,4148.910156,4439.620117,4138.200195,4322.720215,4322.720215,0
8/1/2018,4318.029785,4456.879883,4206.890137,4422.299805,4422.299805,0
9/1/2018,4391.25,4399.25,4184.990234,4325.689941,4325.689941,0
10/1/2018,4342.450195,4360.200195,3673.199951,3899.090088,3899.090088,0
11/1/2018,3906.659912,4098.22998,3733.52002,4037.560059,4037.560059,0
12/1/2018,4134.75,4141.299805,3451.909912,3705.780029,3705.780029,0
1/1/2019,3628.179932,4163.029785,3543.389893,4139.609863,4139.609863,0
2/1/2019,4151.720215,4463.419922,4148.52002,4368.140137,4368.140137,0
3/1/2019,4413.740234,4623.089844,4211.910156,4493.189941,4493.189941,0
4/1/2019,4554.97998,4917.580078,4536.009766,4867.450195,4867.450195,0
5/1/2019,4905.25,4919.310059,4236.709961,4237.279785,4237.279785,0
6/1/2019,4255.180176,4675.899902,4145.450195,4660.720215,4660.720215,0
7/1/2019,4814.299805,5033.049805,4700.850098,4811.689941,4811.689941,5616400
8/1/2019,4821.149902,4924.919922,4434.459961,4693.410156,4693.410156,4378500
9/1/2019,4652.069824,4969.140137,4613.569824,4771.680176,4771.680176,5189700
10/1/2019,4800.040039,5002.669922,4592.779785,4932.700195,4932.700195,5571500
11/1/2019,4970.830078,5223.140137,4960.740234,5187.080078,5187.080078,4571500
12/1/2019,5190.339844,5511.47998,4990.02002,5457.72998,5457.72998,1630700
1/1/2020,5515.02002,5853.470215,5441.009766,5473.450195,5473.450195,5037300
2/1/2020,5498.689941,5968.600098,4903.319824,5135.310059,5135.310059,5123600
3/1/2020,5189.259766,5382.939941,3905.48999,4606.709961,4606.709961,11525700
4/1/2020,4434.910156,5355.339844,4336.919922,5234,5234,7635400
5/1/2020,5089.350098,5631.149902,4953.790039,5619.859863,5619.859863,4686400
6/1/2020,5585.009766,6000.709961,5528.970215,5960.27002,5960.27002,6682600
7/1/2020,5951.410156,6335.72998,5914.359863,6300.77002,6300.77002,6840800
8/1/2020,6348.790039,6673.990234,6211.549805,6651.299805,6651.299805,6727600
9/1/2020,6691.490234,6936.259766,6009.22998,6401.72998,6401.72998,10226800
10/1/2020,6487.350098,6907.939941,6270.890137,6320.77002,6320.77002,7177800
11/1/2020,6376.759766,7175.830078,6280.27002,7170.509766,7170.509766,6745500
12/1/2020,7215.939941,7601.330078,7175.509766,7541.049805,7541.049805,7466100
1/1/2021,7589.089844,8040.109863,7375.450195,7576.529785,7576.529785,7614300
2/1/2021,7687.629883,8574.839844,7657.100098,7888.029785,7888.029785,6237700
3/1/2021,8033.569824,8187.350098,7176.660156,7866.839844,7866.839844,9149700
4/1/2021,8012.22998,8385.589844,8002.370117,8121.359863,8121.359863,6844800
5/1/2021,8169.200195,8170.299805,7434.029785,8064.850098,8064.850098,6296500
6/1/2021,8108.589844,8724.419922,7877.790039,8681.209961,8681.209961,6130900
7/1/2021,8651.650391,8917.469727,8254.980469,8886.169922,8886.169922,5365300
8/1/2021,8938.709961,9266.19043,8585.339844,9139.070313,9139.070313,7332600
9/1/2021,9164.669922,9242.879883,8590.009766,8606.639648,8606.639648,6412700
10/1/2021,8647.620117,9307.25,8360.530273,9276.330078,9276.330078,6218700
11/1/2021,9271.089844,9926.870117,9253.629883,9446.780273,9446.780273,7919300
12/1/2021,9596.549805,9793.419922,9006.860352,9575.389648,9575.389648,8780000
1/1/2022,9596.480469,9649.769531,7717.359863,8542.900391,8542.900391,9840600
2/1/2022,8587.719727,8858.110352,7467.810059,8277.55957,8277.55957,9948400
3/1/2022,8298.719727,8646.959961,7148.459961,8320.05957,8320.05957,8298100
4/1/2022,8367.530273,8498.610352,7067.97998,7102.069824,7102.069824,8256800
5/1/2022,7098.799805,7506.890137,6776.109863,6879.379883,6879.379883,2863300
5/6/2022,6987.290527,7063.859863,6776.111328,6879.379395,6879.379395,0
